STUDENT ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,COURSE ID,GRADE,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,"Marital status;Application mode;Application order;Course;""Daytime/evening attendance	"";Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target",Interest,Aptitude,SoftSkills,Logic
STUDENT36,1.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,GP,F,15.0,U,GT3,T,2.0,3.0,other,other,other,father,2.0,1.0,0.0,no,yes,no,yes,yes,yes,no,no,3.0,5.0,1.0,1.0,1.0,5.0,0.0,8.0,7.0,6.0,1;39;1;33;1;1;130.0;1;38;37;9;6;102.5;0;0;1;0;1;0;37;0;0;7;7;0;0.0;0;0;7;7;1;10.0;0;8.9;1.4;3.51;Dropout,6,3.6928077021554104,0.9949622618063814,2.2504039904419937
STUDENT37,2.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,GP,M,15.0,U,LE3,T,4.0,3.0,teacher,services,home,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,4.0,3.0,1.0,1.0,4.0,2.0,15.0,16.0,18.0,1;39;1;9119;1;10;133.1;1;34;37;0;0;128.8;1;0;0;1;1;0;43;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;7.6;2.6;0.32;Dropout,6,9.32924862569672,6.041739381725918,4.767952239003832
STUDENT38,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,5.0,4.0,1.0,1.0,GP,M,16.0,R,GT3,A,4.0,4.0,other,teacher,reputation,mother,2.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,2.0,4.0,3.0,1.0,1.0,5.0,7.0,15.0,16.0,15.0,1;43;1;9147;1;1;140.0;1;37;37;6;6;122.9;0;0;0;1;0;0;55;0;0;5;10;1;10.0;0;0;5;8;2;12.0;2;16.2;0.3;-0.92;Dropout,3,8.275063198732212,1.2096066223849233,1.3258218018117918
STUDENT39,2.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,GP,F,15.0,R,GT3,T,3.0,4.0,services,health,course,mother,1.0,3.0,0.0,yes,yes,yes,yes,yes,yes,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,2.0,12.0,12.0,11.0,4;39;1;9991;0;1;120.0;1;19;19;9;3;113.9;1;0;0;1;0;0;39;0;0;5;8;5;11.0;0;0;5;5;5;11.6;0;7.6;2.6;0.32;Graduate,4,6.972093819096368,0.7869767519539905,3.950763253881926
STUDENT40,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,GP,F,15.0,R,GT3,T,2.0,2.0,at_home,other,reputation,mother,1.0,1.0,0.0,yes,yes,yes,yes,yes,yes,no,no,4.0,3.0,1.0,1.0,1.0,2.0,8.0,14.0,13.0,13.0,1;44;1;9130;1;39;120.0;6;4;4;3;6;120.0;0;0;1;0;0;0;20;1;2;6;13;3;11.666666666666666;0;1;6;11;3;12.0;0;12.4;0.5;1.79;Dropout,4,7.143266357349976,5.273108956423933,1.7713545479300252
STUDENT41,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,GP,F,16.0,U,LE3,T,2.0,2.0,other,other,home,mother,2.0,2.0,1.0,no,yes,no,yes,no,yes,yes,yes,3.0,3.0,3.0,1.0,2.0,3.0,25.0,7.0,10.0,11.0,1;1;5;9773;1;1;126.0;1;3;3;2;2;121.1;0;0;1;1;0;0;18;0;0;6;6;4;12.75;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;Dropout,1,4.617161438131191,4.027855340464949,3.63627748771157
STUDENT42,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,GP,M,15.0,U,LE3,T,4.0,4.0,teacher,other,home,other,1.0,1.0,0.0,no,yes,no,no,no,yes,yes,yes,5.0,4.0,3.0,2.0,4.0,5.0,8.0,12.0,12.0,12.0,1;1;2;9147;1;1;133.0;1;3;19;2;7;120.4;1;0;0;1;0;0;22;0;0;5;5;5;14.8;0;0;5;5;5;15.8;0;8.9;1.4;3.51;Graduate,3,9.209945210965758,5.888102701562232,3.73464216792722
STUDENT43,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,GP,M,15.0,U,GT3,T,4.0,4.0,services,teacher,course,father,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,5.0,2.0,19.0,18.0,18.0,1;1;6;9500;1;1;103.0;1;1;3;2;2;100.6;1;1;0;1;0;0;22;0;0;7;9;5;13.928;0;0;8;9;7;14.342857142857142;0;11.1;0.6;2.02;Graduate,5,6.945954272532854,0.8922216805723859,9.931707895983328
STUDENT44,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,GP,M,15.0,U,GT3,T,2.0,2.0,services,services,course,father,1.0,1.0,0.0,yes,yes,no,no,yes,yes,yes,no,5.0,4.0,1.0,1.0,1.0,1.0,0.0,8.0,8.0,11.0,1;17;1;9773;1;1;120.0;1;1;38;5;5;121.4;0;0;0;0;0;0;20;0;0;6;7;4;13.0;0;0;6;7;5;13.8;0;12.4;0.5;1.79;Dropout,3,7.289810616558165,4.309830628472584,9.948130293037723
STUDENT45,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,GP,F,16.0,U,LE3,T,2.0,2.0,other,at_home,course,father,2.0,2.0,1.0,yes,no,no,yes,yes,yes,yes,no,4.0,3.0,3.0,2.0,2.0,5.0,14.0,10.0,10.0,9.0,1;39;1;9991;0;1;133.1;1;37;37;9;9;109.7;0;0;0;1;0;0;29;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;16.2;0.3;-0.92;Dropout,5,8.616909037873452,1.7478671504515797,1.1478627866061242
STUDENT46,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,GP,F,15.0,U,LE3,A,4.0,3.0,other,other,course,mother,1.0,2.0,0.0,yes,yes,yes,yes,yes,yes,yes,yes,5.0,2.0,2.0,1.0,1.0,5.0,8.0,8.0,8.0,6.0,1;17;1;9991;0;1;154.0;1;38;38;4;5;134.1;0;0;0;1;0;0;24;0;0;5;9;2;11.5;0;0;5;11;3;14.333333333333334;1;7.6;2.6;0.32;Enrolled,1,2.74071589342191,9.871000859241166,7.259687793283472
STUDENT47,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,5.0,GP,F,16.0,U,LE3,A,3.0,3.0,other,services,home,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,2.0,3.0,5.0,1.0,4.0,3.0,12.0,11.0,12.0,11.0,1;17;2;9238;1;1;130.0;1;19;19;9;9;127.6;1;0;0;1;0;0;18;0;0;6;6;6;11.666666666666666;0;0;6;8;5;13.2;0;11.1;0.6;2.02;Graduate,2,8.07070903866703,5.611502124351744,0.5174547966910115
STUDENT48,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,3.0,GP,M,16.0,U,GT3,T,4.0,3.0,health,services,reputation,mother,1.0,4.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,2.0,2.0,1.0,1.0,2.0,4.0,19.0,19.0,20.0,1;17;6;9500;1;1;132.0;1;37;19;7;7;132.4;1;0;0;1;0;1;22;0;0;7;8;6;13.516666666666666;0;0;8;9;7;13.771428571428572;0;11.1;0.6;2.02;Graduate,4,1.9524060295649204,6.874368609408673,0.30192015337188627
STUDENT49,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,GP,M,15.0,U,GT3,T,4.0,2.0,teacher,other,home,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,no,no,4.0,3.0,3.0,2.0,2.0,5.0,2.0,15.0,15.0,14.0,1;44;1;8014;0;39;130.0;1;1;19;9;9;133.4;0;0;0;1;0;1;21;0;3;6;6;6;11.5;0;2;6;7;6;13.285714285714286;0;12.4;0.5;1.79;Graduate,1,3.453419522448878,3.254182806826078,1.053338942449643
STUDENT50,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,GP,F,15.0,U,GT3,T,4.0,4.0,services,teacher,other,father,1.0,2.0,1.0,yes,yes,no,yes,no,yes,yes,no,4.0,4.0,4.0,1.0,1.0,3.0,2.0,7.0,7.0,7.0,1;1;1;9238;1;1;139.0;1;37;38;9;9;126.1;0;0;0;1;0;1;19;0;0;6;7;5;12.333333333333334;0;0;6;7;6;12.833333333333334;0;12.7;3.7;-1.7;Graduate,4,3.356104542698427,0.9473891477934415,9.654856570079339
STUDENT51,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,GP,F,16.0,U,LE3,T,2.0,2.0,services,services,course,mother,3.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3.0,2.0,3.0,4.0,2.0,12.0,13.0,13.0,1;39;1;9254;1;1;130.0;1;19;38;9;7;113.5;0;0;0;1;0;1;24;0;0;6;6;6;13.666666666666666;0;0;6;6;6;14.166666666666666;0;12.4;0.5;1.79;Graduate,6,9.785254683891406,9.758708627835366,9.408635478946973
STUDENT52,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,GP,F,15.0,U,LE3,T,4.0,2.0,health,other,other,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,5.0,2.0,11.0,13.0,13.0,1;1;1;9500;1;1;139.0;1;37;38;6;6;121.3;1;0;0;1;0;1;19;0;0;8;10;6;11.833333333333334;0;0;8;10;6;11.833333333333334;0;9.4;-0.8;-3.12;Enrolled,2,8.565372237479268,2.8625903538318322,1.9392782028068045
STUDENT53,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,GP,M,15.0,U,LE3,A,4.0,2.0,health,health,other,father,2.0,1.0,1.0,no,no,no,no,yes,yes,no,no,5.0,5.0,5.0,3.0,4.0,5.0,6.0,11.0,11.0,10.0,1;1;1;9773;1;1;127.0;1;1;19;7;7;121.8;1;0;0;1;0;1;20;0;0;6;11;4;14.0;0;0;6;12;3;11.0;0;9.4;-0.8;-3.12;Enrolled,2,7.011698615902597,4.238081851735743,1.6167233555371152
STUDENT54,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,GP,F,15.0,U,GT3,T,4.0,4.0,services,services,course,mother,1.0,1.0,0.0,yes,yes,yes,no,yes,yes,yes,no,3.0,3.0,4.0,2.0,3.0,5.0,0.0,8.0,10.0,11.0,1;1;3;9130;1;1;167.0;1;37;37;90;90;159.3;0;0;0;1;0;0;19;0;0;5;7;5;14.714285714285714;0;0;5;5;5;15.8;0;7.6;2.6;0.32;Graduate,1,7.270567616153901,6.49863921702575,2.40535086515947
STUDENT55,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,5.0,3.0,1.0,3.0,GP,F,15.0,U,LE3,A,3.0,3.0,other,other,other,mother,1.0,1.0,0.0,no,no,yes,no,yes,yes,yes,no,5.0,3.0,4.0,4.0,4.0,1.0,6.0,10.0,13.0,13.0,1;39;1;9991;0;1;130.0;1;38;38;9;9;120.0;0;0;0;1;0;0;27;0;0;5;12;5;10.6;0;0;5;10;5;11.0;0;9.4;-0.8;-3.12;Dropout,2,5.6207279440257105,0.24697297686111286,5.155469940751422
STUDENT56,3.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,4.0,1.0,3.0,GP,F,16.0,U,GT3,A,2.0,1.0,other,other,other,mother,1.0,2.0,0.0,no,no,yes,yes,yes,yes,yes,yes,5.0,3.0,4.0,1.0,1.0,2.0,8.0,8.0,9.0,10.0,1;1;1;9500;1;1;130.0;1;1;19;5;5;129.1;1;0;0;1;0;0;18;0;0;7;9;7;13.044444444444444;0;0;8;10;8;13.595;0;15.5;2.8;-4.06;Graduate,5,9.47090667108519,8.102591305172869,5.697046320354099
STUDENT57,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,1.0,5.0,GP,F,15.0,U,GT3,A,4.0,3.0,services,services,reputation,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4.0,3.0,2.0,1.0,1.0,1.0,0.0,14.0,15.0,15.0,2;7;1;9254;1;3;130.0;1;1;3;4;3;130.0;0;0;0;1;0;0;39;0;0;6;10;0;0.0;0;0;6;6;0;0.0;0;12.4;0.5;1.79;Dropout,2,4.962587528823615,5.365781900286203,2.2159343043944735
STUDENT58,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,5.0,4.0,1.0,4.0,GP,M,15.0,U,GT3,T,4.0,4.0,teacher,health,reputation,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,no,no,3.0,2.0,2.0,1.0,1.0,5.0,4.0,14.0,15.0,15.0,1;39;1;9130;1;40;129.0;1;3;3;2;2;155.3;1;0;0;1;0;0;27;0;0;6;9;5;13.0;0;5;11;13;10;12.9;0;12.4;0.5;1.79;Dropout,4,3.8051770986989455,2.7821718706882215,7.5662278808994525
STUDENT59,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,4.0,1.0,3.0,GP,M,15.0,U,LE3,T,1.0,2.0,other,at_home,home,father,1.0,2.0,0.0,yes,yes,no,yes,yes,yes,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,2.0,9.0,10.0,9.0,1;17;1;9500;1;1;141.0;1;38;38;7;10;139.8;1;0;0;1;0;0;18;0;0;8;8;8;14.935;0;0;8;8;8;14.935;0;9.4;-0.8;-3.12;Graduate,4,1.63035336931591,0.6160798529246925,3.0955316940265076
STUDENT60,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,5.0,GP,F,16.0,U,GT3,T,4.0,2.0,services,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,2.0,3.0,1.0,1.0,5.0,2.0,15.0,16.0,16.0,1;1;3;171;1;1;125.0;1;38;37;4;9;115.2;1;0;0;1;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Enrolled,4,7.86205652261058,1.6249841547444144,9.221313255294103
STUDENT61,2.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,1.0,6.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,GP,F,16.0,R,GT3,T,4.0,4.0,health,teacher,other,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,no,no,2.0,4.0,4.0,2.0,3.0,4.0,6.0,10.0,11.0,11.0,1;1;2;9500;1;1;125.0;1;19;19;9;9;114.9;0;0;0;1;0;0;18;0;0;7;8;6;13.133333333333333;0;0;8;12;7;12.221428571428572;0;16.2;0.3;-0.92;Graduate,4,7.344439320755915,8.950338588534368,6.567227064567306
STUDENT62,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,5.0,GP,F,16.0,U,GT3,T,1.0,1.0,services,services,course,father,4.0,1.0,0.0,yes,yes,no,yes,no,yes,yes,yes,5.0,5.0,5.0,5.0,5.0,5.0,6.0,10.0,8.0,11.0,1;44;1;9238;1;39;130.0;1;19;1;9;9;131.9;0;0;0;1;0;1;21;0;3;6;7;6;12.0;0;2;6;7;6;12.0;0;13.9;-0.3;0.79;Graduate,5,3.8435503852413486,6.86024223935891,4.363511943036117
STUDENT63,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,5.0,4.0,1.0,3.0,GP,F,16.0,U,LE3,T,1.0,2.0,other,services,reputation,father,1.0,2.0,0.0,yes,no,no,yes,yes,yes,yes,no,4.0,4.0,3.0,1.0,1.0,1.0,4.0,8.0,10.0,9.0,1;17;3;171;1;1;133.0;1;1;37;4;7;126.0;1;0;0;1;1;1;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Enrolled,3,0.2519341395922936,2.499017216368898,7.899120017028453
STUDENT64,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,5.0,GP,F,16.0,U,GT3,T,4.0,3.0,teacher,health,home,mother,1.0,3.0,0.0,yes,yes,yes,yes,yes,yes,yes,no,3.0,4.0,4.0,2.0,4.0,4.0,2.0,10.0,9.0,9.0,1;17;1;9070;1;1;127.0;1;1;1;3;4;130.2;1;0;0;1;1;0;19;0;0;6;6;5;11.4;0;0;6;8;1;10.0;0;10.8;1.4;1.74;Enrolled,6,8.389973277180108,0.6560076494502953,8.179146260466648
STUDENT65,2.0,2.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,1.0,3.0,GP,F,15.0,U,LE3,T,4.0,3.0,services,services,reputation,father,1.0,2.0,0.0,yes,no,no,yes,yes,yes,yes,yes,4.0,4.0,4.0,2.0,4.0,2.0,0.0,10.0,10.0,10.0,1;43;1;9070;1;1;116.0;1;1;1;3;3;120.9;0;0;0;1;1;0;24;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;12.7;3.7;-1.7;Enrolled,1,0.11417983454073632,6.906153123866363,2.9048160560894365
STUDENT66,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,GP,F,16.0,U,LE3,T,4.0,3.0,teacher,services,course,mother,3.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,4.0,3.0,1.0,2.0,1.0,2.0,16.0,15.0,15.0,4;42;1;9500;1;19;133.1;1;1;1;5;5;126.0;1;0;0;1;1;0;29;0;2;7;10;5;11.9;0;1;8;10;5;11.0;0;13.9;-0.3;0.79;Dropout,4,7.0369977962905095,5.724077259677651,3.3971454383608437
STUDENT67,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,5.0,4.0,2.0,5.0,GP,M,15.0,U,GT3,A,4.0,4.0,other,services,reputation,mother,1.0,4.0,0.0,no,yes,no,yes,no,yes,yes,yes,1.0,3.0,3.0,5.0,5.0,3.0,4.0,13.0,13.0,12.0,1;1;3;171;1;1;139.0;1;19;19;5;3;128.2;1;0;0;1;1;1;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Graduate,2,9.70257109726057,4.0451952445823505,9.359551537286034
STUDENT68,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,GP,F,16.0,U,GT3,T,3.0,1.0,services,other,course,mother,1.0,4.0,0.0,yes,yes,yes,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,5.0,4.0,7.0,7.0,6.0,1;44;1;9003;1;39;130.0;1;19;37;9;9;130.0;1;0;0;1;1;0;23;0;0;6;8;6;12.571428571428571;0;0;6;7;6;12.428571428571429;0;8.9;1.4;3.51;Graduate,4,4.376613281482035,3.6361144919006385,1.6474103836327192
STUDENT69,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,5.0,GP,F,15.0,R,LE3,T,2.0,2.0,health,services,reputation,mother,2.0,2.0,0.0,yes,yes,yes,no,yes,yes,yes,no,4.0,1.0,3.0,1.0,3.0,4.0,2.0,8.0,9.0,8.0,1;1;3;9147;1;1;125.0;1;1;38;7;7;120.1;0;0;1;1;1;0;19;0;0;5;8;5;11.2;0;0;5;10;4;10.75;3;16.2;0.3;-0.92;Dropout,2,2.349734049959528,2.168142759291083,0.421504169629342
STUDENT70,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,5.0,GP,F,15.0,R,LE3,T,3.0,1.0,other,other,reputation,father,2.0,4.0,0.0,no,yes,no,no,no,yes,yes,no,4.0,4.0,2.0,2.0,3.0,3.0,12.0,16.0,16.0,16.0,1;39;1;9254;1;1;160.0;1;19;37;7;10;100.0;0;0;0;1;1;0;26;0;0;6;7;6;12.0;0;0;6;8;5;10.8;0;12.7;3.7;-1.7;Enrolled,6,7.0487101004338175,6.696112565375176,4.540553226095492
STUDENT71,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,4.0,3.0,7.0,GP,M,16.0,U,GT3,T,3.0,1.0,other,other,reputation,father,2.0,4.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,0.0,13.0,15.0,15.0,1;17;1;9147;1;1;148.0;1;38;37;5;5;134.0;0;0;0;1;1;0;18;0;0;5;9;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Enrolled,6,8.171281420155852,9.706680277938705,8.012099002436289
